record_id,date_time,city_zone,road_type,traffic_volume,average_speed_kmph,weather_condition,accident_reported,travel_time_minutes,congestion_level
672,2024-01-28 23:00:00,Commercial,Highway,2887,13.2,Storm,No,106.3,High
673,2024-01-29 00:00:00,Downtown,Local Road,568,28.2,Storm,No,28.2,Low
674,2024-01-29 01:00:00,Commercial,Highway,767,51.8,Clear,No,77.2,Low
675,2024-01-29 02:00:00,Industrial,Main Road,2189,40.5,Fog,No,24.8,Medium
676,2024-01-29 03:00:00,Commercial,Highway,368,59.1,Fog,No,115.9,Medium
677,2024-01-29 04:00:00,Downtown,Main Road,2955,10.4,Rain,No,52.2,Medium
678,2024-01-29 05:00:00,Downtown,Highway,1364,39.7,Rain,No,111.2,Low
679,2024-01-29 06:00:00,Residential,Local Road,2338,43.8,Clear,No,7.1,Low
680,2024-01-29 07:00:00,Commercial,Highway,1838,72.6,Storm,No,90.1,High
681,2024-01-29 08:00:00,Commercial,Local Road,2209,76.8,Storm,No,82.4,Low
682,2024-01-29 09:00:00,Downtown,Main Road,410,31.9,Fog,No,50.9,High
683,2024-01-29 10:00:00,Residential,Highway,1749,66.1,Fog,No,110.5,Low
684,2024-01-29 11:00:00,Residential,Main Road,1716,71.3,Rain,No,98.9,Medium
685,2024-01-29 12:00:00,Industrial,Main Road,1210,47.8,Storm,No,111.5,Low
686,2024-01-29 13:00:00,Suburban,Main Road,1304,59.7,Storm,No,89.5,Medium
687,2024-01-29 14:00:00,Residential,Main Road,732,62.2,Fog,No,26.0,Low
688,2024-01-29 15:00:00,Suburban,Local Road,2554,73.0,Clear,No,84.1,High
689,2024-01-29 16:00:00,Commercial,Local Road,2555,60.6,Storm,No,76.9,Low
690,2024-01-29 17:00:00,Suburban,Local Road,2461,31.2,Rain,No,19.2,Low
691,2024-01-29 18:00:00,Industrial,Highway,1537,24.7,Fog,No,65.5,High
692,2024-01-29 19:00:00,Suburban,Local Road,621,28.9,Rain,No,46.3,Low
693,2024-01-29 20:00:00,Residential,Main Road,1297,23.0,Fog,No,59.9,Medium
694,2024-01-29 21:00:00,Residential,Main Road,862,18.6,Rain,Yes,73.5,Medium
695,2024-01-29 22:00:00,Commercial,Local Road,2809,51.1,Fog,No,115.9,High
696,2024-01-29 23:00:00,Commercial,Local Road,705,54.5,Storm,No,8.2,High
697,2024-01-30 00:00:00,Commercial,Local Road,626,38.9,Storm,No,23.9,High
698,2024-01-30 01:00:00,Downtown,Main Road,751,15.2,Rain,No,109.2,High
699,2024-01-30 02:00:00,Downtown,Highway,72,17.2,Clear,No,61.3,Low
700,2024-01-30 03:00:00,Industrial,Local Road,1570,45.3,Clear,No,93.3,Medium
701,2024-01-30 04:00:00,Suburban,Main Road,869,26.8,Clear,No,90.0,Medium
702,2024-01-30 05:00:00,Downtown,Local Road,708,50.6,Rain,No,100.2,Medium
703,2024-01-30 06:00:00,Downtown,Main Road,60,29.7,Clear,No,74.1,Low
704,2024-01-30 07:00:00,Residential,Local Road,2226,28.3,Fog,No,6.5,High
705,2024-01-30 08:00:00,Downtown,Highway,383,25.8,Fog,No,19.5,Low
706,2024-01-30 09:00:00,Downtown,Main Road,1197,27.6,Fog,No,10.1,Low
707,2024-01-30 10:00:00,Industrial,Highway,2385,12.2,Storm,No,38.0,Low
708,2024-01-30 11:00:00,Residential,Local Road,1700,59.6,Clear,No,32.6,Medium
709,2024-01-30 12:00:00,Industrial,Highway,1071,50.0,Storm,Yes,47.2,Low
710,2024-01-30 13:00:00,Residential,Highway,1056,32.7,Rain,No,74.5,Low
711,2024-01-30 14:00:00,Downtown,Main Road,760,22.2,Clear,No,40.9,High
712,2024-01-30 15:00:00,Suburban,Local Road,806,21.4,Fog,No,109.3,Low
713,2024-01-30 16:00:00,Downtown,Local Road,1997,40.5,Storm,No,81.5,Low
714,2024-01-30 17:00:00,Residential,Local Road,185,32.9,Clear,No,5.3,Medium
715,2024-01-30 18:00:00,Commercial,Highway,2189,13.7,Storm,No,113.6,Medium
716,2024-01-30 19:00:00,Residential,Highway,2129,72.2,Rain,Yes,22.5,Medium
717,2024-01-30 20:00:00,Commercial,Local Road,1990,57.5,Storm,Yes,73.0,High
718,2024-01-30 21:00:00,Residential,Main Road,448,64.9,Clear,No,74.3,Low
719,2024-01-30 22:00:00,Downtown,Local Road,2598,17.2,Clear,Yes,35.0,High
720,2024-01-30 23:00:00,Suburban,Local Road,1411,14.6,Storm,Yes,25.2,Medium
721,2024-01-31 00:00:00,Downtown,Local Road,995,13.2,Storm,No,86.4,High
722,2024-01-31 01:00:00,Suburban,Highway,2064,74.0,Clear,No,108.7,Low
723,2024-01-31 02:00:00,Suburban,Main Road,1739,44.3,Storm,No,60.5,Low
724,2024-01-31 03:00:00,Commercial,Highway,87,32.5,Fog,Yes,32.8,Low
725,2024-01-31 04:00:00,Downtown,Local Road,1887,14.2,Clear,No,95.6,High
726,2024-01-31 05:00:00,Suburban,Highway,764,23.1,Rain,No,109.3,High
727,2024-01-31 06:00:00,Downtown,Main Road,69,11.3,Fog,Yes,70.5,Low
728,2024-01-31 07:00:00,Industrial,Local Road,492,61.0,Storm,No,33.1,Medium
729,2024-01-31 08:00:00,Suburban,Main Road,655,32.7,Storm,No,11.2,Medium
730,2024-01-31 09:00:00,Commercial,Highway,1878,45.2,Rain,Yes,63.6,Medium
731,2024-01-31 10:00:00,Suburban,Highway,164,49.8,Storm,No,77.2,Low
732,2024-01-31 11:00:00,Residential,Local Road,1463,55.4,Clear,No,76.4,High
733,2024-01-31 12:00:00,Industrial,Highway,1749,32.5,Clear,No,61.9,Medium
734,2024-01-31 13:00:00,Industrial,Local Road,1667,69.2,Clear,No,53.0,Low
735,2024-01-31 14:00:00,Industrial,Highway,773,46.9,Rain,Yes,48.2,Low
736,2024-01-31 15:00:00,Industrial,Highway,2402,43.8,Clear,No,33.6,High
737,2024-01-31 16:00:00,Residential,Main Road,2912,30.0,Clear,No,102.6,Low
738,2024-01-31 17:00:00,Residential,Highway,143,16.7,Storm,No,8.9,Low
739,2024-01-31 18:00:00,Suburban,Highway,1507,39.9,Rain,Yes,80.0,Medium
740,2024-01-31 19:00:00,Downtown,Main Road,2886,19.0,Clear,No,49.3,Medium
741,2024-01-31 20:00:00,Industrial,Highway,2254,56.3,Storm,No,103.8,High
742,2024-01-31 21:00:00,Commercial,Highway,2778,21.3,Clear,No,69.3,Low
743,2024-01-31 22:00:00,Suburban,Highway,2330,55.9,Storm,No,57.9,Medium
744,2024-01-31 23:00:00,Residential,Main Road,91,73.7,Storm,No,14.8,Medium
745,2024-02-01 00:00:00,Suburban,Highway,1770,13.6,Storm,No,68.5,Low
746,2024-02-01 01:00:00,Industrial,Highway,2539,69.7,Fog,No,32.6,Low
747,2024-02-01 02:00:00,Residential,Local Road,818,36.0,Rain,No,117.1,Low
748,2024-02-01 03:00:00,Commercial,Highway,1073,60.5,Storm,Yes,15.5,Medium
749,2024-02-01 04:00:00,Residential,Local Road,2644,67.9,Clear,No,110.3,Medium
750,2024-02-01 05:00:00,Industrial,Highway,941,31.7,Storm,No,23.0,Low
751,2024-02-01 06:00:00,Industrial,Highway,800,14.8,Rain,No,45.1,Medium
752,2024-02-01 07:00:00,Commercial,Local Road,1178,13.8,Storm,No,32.3,Medium
753,2024-02-01 08:00:00,Downtown,Main Road,233,31.5,Clear,No,14.8,Low
754,2024-02-01 09:00:00,Residential,Local Road,1898,52.7,Rain,No,47.4,Low
755,2024-02-01 10:00:00,Commercial,Local Road,2633,40.8,Rain,Yes,73.7,Medium
756,2024-02-01 11:00:00,Commercial,Local Road,925,52.0,Fog,No,55.6,Low
757,2024-02-01 12:00:00,Downtown,Highway,1051,60.0,Clear,No,34.4,High
758,2024-02-01 13:00:00,Downtown,Highway,2343,29.1,Rain,Yes,97.8,Medium
759,2024-02-01 14:00:00,Residential,Highway,792,20.5,Clear,No,23.8,Low
760,2024-02-01 15:00:00,Industrial,Main Road,2326,45.1,Rain,Yes,37.8,Medium
761,2024-02-01 16:00:00,Industrial,Main Road,1324,17.1,Fog,No,36.5,Low
762,2024-02-01 17:00:00,Downtown,Main Road,1068,18.4,Fog,Yes,46.6,Medium
763,2024-02-01 18:00:00,Residential,Local Road,799,54.5,Fog,Yes,27.5,Low
764,2024-02-01 19:00:00,Suburban,Main Road,1409,43.5,Storm,No,50.2,Medium
765,2024-02-01 20:00:00,Downtown,Main Road,319,28.3,Fog,No,103.9,Low
766,2024-02-01 21:00:00,Commercial,Local Road,77,28.9,Clear,No,48.1,Low
767,2024-02-01 22:00:00,Commercial,Highway,1267,66.7,Clear,No,46.3,High
768,2024-02-01 23:00:00,Commercial,Highway,2595,33.6,Clear,No,22.3,Low
769,2024-02-02 00:00:00,Residential,Highway,1457,68.1,Clear,No,55.0,High
770,2024-02-02 01:00:00,Residential,Local Road,2674,78.9,Rain,No,16.2,High
771,2024-02-02 02:00:00,Industrial,Highway,2845,51.0,Rain,No,16.8,Low
772,2024-02-02 03:00:00,Downtown,Main Road,1699,70.4,Fog,No,31.3,Medium
773,2024-02-02 04:00:00,Suburban,Highway,1953,56.9,Storm,No,93.6,Medium
774,2024-02-02 05:00:00,Industrial,Highway,409,10.3,Rain,No,11.1,Medium
775,2024-02-02 06:00:00,Suburban,Highway,2029,11.7,Storm,No,83.1,Medium
776,2024-02-02 07:00:00,Suburban,Main Road,2867,20.0,Rain,No,60.4,Low
777,2024-02-02 08:00:00,Downtown,Main Road,118,26.8,Fog,No,105.1,Medium
778,2024-02-02 09:00:00,Downtown,Main Road,1467,71.1,Clear,No,30.9,High
779,2024-02-02 10:00:00,Industrial,Local Road,2141,29.7,Storm,No,17.2,Medium
780,2024-02-02 11:00:00,Suburban,Highway,212,60.2,Storm,No,108.1,High
781,2024-02-02 12:00:00,Industrial,Main Road,2885,16.2,Clear,No,90.3,Medium
782,2024-02-02 13:00:00,Downtown,Local Road,2105,44.2,Storm,No,23.3,Low
783,2024-02-02 14:00:00,Industrial,Highway,813,67.9,Storm,No,115.2,Medium
784,2024-02-02 15:00:00,Industrial,Local Road,480,66.7,Fog,No,94.5,Low
785,2024-02-02 16:00:00,Industrial,Highway,443,27.0,Fog,Yes,37.3,High
786,2024-02-02 17:00:00,Residential,Local Road,973,31.3,Storm,No,45.4,Low
787,2024-02-02 18:00:00,Industrial,Main Road,1788,68.7,Fog,No,104.7,High
788,2024-02-02 19:00:00,Industrial,Main Road,1192,66.3,Rain,Yes,54.8,Low
789,2024-02-02 20:00:00,Commercial,Local Road,2750,12.3,Rain,No,43.9,Low
790,2024-02-02 21:00:00,Residential,Highway,2611,27.6,Rain,No,54.2,Low
791,2024-02-02 22:00:00,Industrial,Main Road,1102,63.7,Clear,Yes,86.9,Low
792,2024-02-02 23:00:00,Suburban,Main Road,2591,42.9,Storm,Yes,41.6,High
793,2024-02-03 00:00:00,Industrial,Local Road,2931,72.7,Fog,No,13.8,Medium
794,2024-02-03 01:00:00,Residential,Main Road,2601,23.8,Clear,No,68.1,High
795,2024-02-03 02:00:00,Industrial,Main Road,2653,54.5,Clear,Yes,23.0,Low
796,2024-02-03 03:00:00,Commercial,Local Road,990,55.4,Rain,No,85.8,Medium
797,2024-02-03 04:00:00,Downtown,Main Road,2462,45.4,Clear,No,57.6,Medium
798,2024-02-03 05:00:00,Suburban,Main Road,2530,48.7,Storm,Yes,70.6,Medium
799,2024-02-03 06:00:00,Downtown,Highway,949,26.8,Fog,No,59.7,Low
800,2024-02-03 07:00:00,Suburban,Local Road,170,17.5,Storm,No,49.3,Low
801,2024-02-03 08:00:00,Industrial,Main Road,173,15.1,Fog,Yes,54.4,High
802,2024-02-03 09:00:00,Suburban,Highway,2451,43.1,Fog,No,66.1,Medium
803,2024-02-03 10:00:00,Suburban,Main Road,2891,51.9,Rain,No,28.6,Medium
804,2024-02-03 11:00:00,Residential,Local Road,2394,21.7,Storm,No,72.2,Medium
805,2024-02-03 12:00:00,Industrial,Highway,1886,28.9,Clear,No,5.4,Low
806,2024-02-03 13:00:00,Downtown,Highway,1303,56.8,Fog,No,56.5,High
807,2024-02-03 14:00:00,Residential,Main Road,856,63.5,Rain,No,112.9,Medium
808,2024-02-03 15:00:00,Residential,Local Road,2299,23.8,Clear,Yes,77.0,Low
809,2024-02-03 16:00:00,Industrial,Local Road,2706,59.0,Rain,No,43.1,Medium
810,2024-02-03 17:00:00,Downtown,Local Road,1557,60.2,Clear,Yes,43.1,High
811,2024-02-03 18:00:00,Suburban,Local Road,663,40.9,Storm,No,11.6,Low
812,2024-02-03 19:00:00,Residential,Local Road,768,49.7,Rain,No,15.8,Medium
813,2024-02-03 20:00:00,Residential,Main Road,1243,30.5,Storm,No,91.0,High
814,2024-02-03 21:00:00,Downtown,Highway,2514,62.4,Fog,No,16.5,High
815,2024-02-03 22:00:00,Industrial,Highway,64,41.5,Clear,No,87.8,Low
816,2024-02-03 23:00:00,Industrial,Local Road,637,54.8,Rain,No,58.5,High
817,2024-02-04 00:00:00,Downtown,Main Road,51,44.0,Rain,No,31.4,High
818,2024-02-04 01:00:00,Commercial,Highway,1838,48.0,Fog,No,90.0,Low
819,2024-02-04 02:00:00,Residential,Highway,1476,37.5,Rain,No,86.9,Medium
820,2024-02-04 03:00:00,Commercial,Highway,62,58.3,Rain,No,106.3,Low
821,2024-02-04 04:00:00,Downtown,Local Road,1176,50.7,Fog,No,109.0,Medium
822,2024-02-04 05:00:00,Suburban,Highway,997,10.7,Fog,No,94.6,Low
823,2024-02-04 06:00:00,Residential,Local Road,1794,79.1,Rain,No,43.2,Medium
824,2024-02-04 07:00:00,Industrial,Local Road,665,31.8,Rain,No,56.3,Low
825,2024-02-04 08:00:00,Downtown,Local Road,1009,30.4,Clear,No,51.2,Low
826,2024-02-04 09:00:00,Residential,Local Road,102,17.2,Clear,No,62.2,Medium
827,2024-02-04 10:00:00,Downtown,Main Road,2674,71.0,Rain,No,23.5,Medium
828,2024-02-04 11:00:00,Industrial,Local Road,2119,74.6,Storm,No,110.6,Medium
829,2024-02-04 12:00:00,Residential,Main Road,307,19.4,Rain,No,56.2,Low
830,2024-02-04 13:00:00,Downtown,Main Road,68,75.9,Clear,Yes,29.9,Medium
831,2024-02-04 14:00:00,Industrial,Highway,985,31.9,Clear,No,57.8,High
832,2024-02-04 15:00:00,Downtown,Main Road,1177,60.6,Rain,Yes,12.4,High
833,2024-02-04 16:00:00,Industrial,Main Road,385,55.6,Rain,Yes,5.2,Medium
834,2024-02-04 17:00:00,Suburban,Main Road,2351,59.2,Storm,No,97.1,Low
835,2024-02-04 18:00:00,Downtown,Main Road,1882,49.4,Rain,Yes,39.8,Medium
836,2024-02-04 19:00:00,Industrial,Highway,1516,42.3,Clear,No,26.0,High
837,2024-02-04 20:00:00,Industrial,Local Road,2208,20.9,Rain,No,98.7,Low
838,2024-02-04 21:00:00,Commercial,Local Road,2821,49.1,Clear,No,88.7,Low
839,2024-02-04 22:00:00,Suburban,Main Road,679,37.8,Rain,No,47.4,Medium
840,2024-02-04 23:00:00,Industrial,Main Road,369,78.4,Fog,Yes,69.7,Medium
841,2024-02-05 00:00:00,Suburban,Local Road,524,36.6,Storm,No,32.0,High
842,2024-02-05 01:00:00,Suburban,Main Road,1784,38.2,Storm,No,26.4,Medium
843,2024-02-05 02:00:00,Suburban,Highway,379,62.6,Storm,No,87.4,Medium
844,2024-02-05 03:00:00,Residential,Main Road,2608,26.0,Clear,Yes,53.2,Low
845,2024-02-05 04:00:00,Residential,Main Road,575,47.8,Clear,No,9.8,Low
846,2024-02-05 05:00:00,Downtown,Main Road,673,60.2,Storm,Yes,51.8,Low
847,2024-02-05 06:00:00,Industrial,Highway,959,26.5,Storm,No,84.1,Low
848,2024-02-05 07:00:00,Suburban,Main Road,1443,73.9,Fog,Yes,15.4,High
849,2024-02-05 08:00:00,Industrial,Highway,1649,33.7,Rain,No,16.1,High
850,2024-02-05 09:00:00,Industrial,Local Road,936,59.4,Fog,No,7.2,Medium
851,2024-02-05 10:00:00,Commercial,Local Road,1045,33.5,Storm,No,64.9,Medium
852,2024-02-05 11:00:00,Industrial,Highway,2672,74.8,Storm,No,71.1,Medium
853,2024-02-05 12:00:00,Industrial,Highway,2658,63.8,Rain,No,100.3,Medium
854,2024-02-05 13:00:00,Downtown,Main Road,2038,12.7,Clear,No,70.6,Low
855,2024-02-05 14:00:00,Industrial,Highway,1941,27.3,Storm,Yes,61.0,Medium
856,2024-02-05 15:00:00,Downtown,Local Road,608,73.3,Clear,No,111.8,Medium
857,2024-02-05 16:00:00,Commercial,Local Road,2804,27.4,Rain,No,28.6,Low
858,2024-02-05 17:00:00,Residential,Main Road,2862,18.0,Rain,No,108.0,Medium
859,2024-02-05 18:00:00,Industrial,Highway,2235,38.7,Clear,No,66.3,Low
860,2024-02-05 19:00:00,Suburban,Highway,678,32.0,Fog,No,93.9,Medium
861,2024-02-05 20:00:00,Industrial,Main Road,1291,24.8,Fog,No,92.2,Low
862,2024-02-05 21:00:00,Residential,Local Road,276,41.8,Storm,No,51.3,High
863,2024-02-05 22:00:00,Industrial,Main Road,856,29.9,Storm,No,10.7,Low
864,2024-02-05 23:00:00,Industrial,Local Road,1483,63.0,Clear,No,92.3,Medium
865,2024-02-06 00:00:00,Downtown,Highway,956,60.1,Fog,Yes,30.5,Low
866,2024-02-06 01:00:00,Commercial,Main Road,2774,22.9,Fog,Yes,113.5,Low
867,2024-02-06 02:00:00,Residential,Main Road,2173,43.1,Storm,Yes,52.1,Low
868,2024-02-06 03:00:00,Commercial,Main Road,2952,65.4,Clear,No,48.3,High
869,2024-02-06 04:00:00,Suburban,Main Road,1046,37.3,Rain,No,81.8,Medium
870,2024-02-06 05:00:00,Suburban,Highway,244,43.7,Rain,No,36.7,Low
871,2024-02-06 06:00:00,Commercial,Main Road,147,66.7,Storm,No,72.9,Medium
872,2024-02-06 07:00:00,Downtown,Highway,2573,39.7,Clear,No,108.6,Low
873,2024-02-06 08:00:00,Downtown,Highway,710,48.0,Fog,Yes,90.0,Medium
874,2024-02-06 09:00:00,Commercial,Main Road,2931,31.7,Fog,No,10.0,Low
875,2024-02-06 10:00:00,Industrial,Highway,2132,16.4,Rain,No,60.3,Low
876,2024-02-06 11:00:00,Industrial,Main Road,517,11.8,Fog,No,99.4,Medium
877,2024-02-06 12:00:00,Commercial,Highway,867,22.6,Clear,No,102.0,Medium
878,2024-02-06 13:00:00,Suburban,Local Road,172,74.2,Clear,No,97.7,Low
879,2024-02-06 14:00:00,Downtown,Highway,1045,73.0,Rain,No,52.1,Medium
880,2024-02-06 15:00:00,Industrial,Highway,230,55.4,Fog,No,68.4,Medium
881,2024-02-06 16:00:00,Commercial,Local Road,1981,44.1,Fog,No,100.9,Medium
882,2024-02-06 17:00:00,Downtown,Highway,2674,52.5,Clear,No,51.7,High
883,2024-02-06 18:00:00,Downtown,Main Road,1215,34.4,Rain,No,13.3,High
884,2024-02-06 19:00:00,Industrial,Highway,2019,17.4,Fog,No,72.6,High
885,2024-02-06 20:00:00,Residential,Main Road,2884,37.1,Storm,No,86.3,Medium
886,2024-02-06 21:00:00,Industrial,Main Road,2012,37.4,Storm,No,99.9,Low
887,2024-02-06 22:00:00,Residential,Local Road,509,59.4,Storm,No,32.2,High
888,2024-02-06 23:00:00,Suburban,Local Road,2095,31.6,Storm,No,46.8,Medium
889,2024-02-07 00:00:00,Industrial,Main Road,913,57.8,Clear,No,56.3,High
890,2024-02-07 01:00:00,Downtown,Highway,2552,35.2,Clear,No,70.0,High
891,2024-02-07 02:00:00,Residential,Main Road,2264,75.3,Rain,No,27.4,High
892,2024-02-07 03:00:00,Suburban,Highway,2822,40.1,Storm,Yes,65.8,Medium
893,2024-02-07 04:00:00,Residential,Local Road,2342,24.1,Rain,No,8.4,Medium
894,2024-02-07 05:00:00,Downtown,Highway,1198,64.2,Fog,No,12.8,High
895,2024-02-07 06:00:00,Suburban,Highway,462,15.2,Fog,Yes,95.6,Low
896,2024-02-07 07:00:00,Industrial,Highway,2274,59.7,Storm,No,91.1,Low
897,2024-02-07 08:00:00,Industrial,Highway,1322,49.0,Storm,No,37.9,Low
898,2024-02-07 09:00:00,Industrial,Local Road,686,32.9,Clear,No,20.3,Medium
899,2024-02-07 10:00:00,Residential,Highway,82,51.2,Fog,No,48.8,High
900,2024-02-07 11:00:00,Industrial,Highway,189,34.0,Rain,No,46.1,Medium
901,2024-02-07 12:00:00,Commercial,Highway,1493,75.8,Fog,No,117.1,High
902,2024-02-07 13:00:00,Industrial,Local Road,806,78.1,Clear,No,117.4,Medium
903,2024-02-07 14:00:00,Residential,Local Road,213,42.3,Clear,No,44.2,Medium
904,2024-02-07 15:00:00,Residential,Highway,844,53.1,Fog,No,84.5,Low
905,2024-02-07 16:00:00,Suburban,Local Road,1466,23.2,Clear,No,14.8,Low
906,2024-02-07 17:00:00,Suburban,Main Road,587,17.4,Rain,No,82.1,Low
907,2024-02-07 18:00:00,Industrial,Local Road,1472,14.0,Storm,No,10.8,Medium
908,2024-02-07 19:00:00,Suburban,Local Road,252,40.8,Rain,No,101.9,Medium
909,2024-02-07 20:00:00,Residential,Highway,1673,23.1,Fog,No,56.0,Medium
910,2024-02-07 21:00:00,Suburban,Highway,567,54.0,Rain,No,17.5,High
911,2024-02-07 22:00:00,Residential,Highway,2626,34.3,Storm,No,56.7,Medium
912,2024-02-07 23:00:00,Residential,Highway,485,78.5,Storm,Yes,31.5,Medium
913,2024-02-08 00:00:00,Suburban,Highway,2833,73.7,Clear,Yes,14.5,Low
914,2024-02-08 01:00:00,Downtown,Main Road,2299,14.7,Clear,No,106.5,High
915,2024-02-08 02:00:00,Residential,Main Road,2836,58.3,Rain,Yes,15.8,Medium
916,2024-02-08 03:00:00,Commercial,Local Road,904,69.6,Storm,No,114.6,Low
917,2024-02-08 04:00:00,Downtown,Local Road,1440,69.2,Clear,No,119.2,High
918,2024-02-08 05:00:00,Commercial,Local Road,1621,32.7,Rain,No,92.3,High
919,2024-02-08 06:00:00,Suburban,Highway,117,16.0,Fog,No,30.7,High
920,2024-02-08 07:00:00,Residential,Main Road,1689,19.5,Clear,No,40.7,High
921,2024-02-08 08:00:00,Downtown,Local Road,2384,69.7,Storm,No,29.5,High
922,2024-02-08 09:00:00,Suburban,Main Road,776,77.3,Rain,Yes,5.2,Medium
923,2024-02-08 10:00:00,Suburban,Main Road,2085,58.8,Rain,No,53.0,Medium
924,2024-02-08 11:00:00,Commercial,Local Road,2278,70.1,Rain,No,9.4,Low
925,2024-02-08 12:00:00,Downtown,Main Road,2657,36.3,Rain,No,33.2,Medium
926,2024-02-08 13:00:00,Residential,Highway,59,19.1,Clear,No,93.2,High
927,2024-02-08 14:00:00,Residential,Local Road,1146,41.2,Clear,No,83.8,Medium
928,2024-02-08 15:00:00,Industrial,Highway,604,38.1,Storm,No,29.7,Medium
929,2024-02-08 16:00:00,Industrial,Local Road,2583,72.6,Clear,No,94.9,High
930,2024-02-08 17:00:00,Downtown,Main Road,1907,12.4,Rain,No,104.1,Low
931,2024-02-08 18:00:00,Suburban,Highway,1219,57.4,Fog,Yes,84.7,Medium
932,2024-02-08 19:00:00,Suburban,Main Road,839,17.9,Storm,No,50.1,Low
933,2024-02-08 20:00:00,Suburban,Main Road,2375,21.9,Storm,No,78.9,Low
934,2024-02-08 21:00:00,Downtown,Local Road,1891,38.4,Clear,Yes,26.4,Low
935,2024-02-08 22:00:00,Residential,Main Road,1400,54.8,Fog,No,95.0,Low
936,2024-02-08 23:00:00,Industrial,Highway,2145,15.0,Storm,No,72.0,High
937,2024-02-09 00:00:00,Residential,Local Road,2758,68.3,Fog,No,48.5,Low
938,2024-02-09 01:00:00,Residential,Main Road,1438,27.3,Rain,Yes,7.2,Low
939,2024-02-09 02:00:00,Residential,Main Road,2930,45.8,Fog,Yes,59.4,High
940,2024-02-09 03:00:00,Industrial,Main Road,518,59.0,Fog,Yes,83.9,Low
941,2024-02-09 04:00:00,Downtown,Highway,2279,38.2,Rain,No,78.5,Medium
942,2024-02-09 05:00:00,Residential,Highway,982,12.9,Fog,No,105.8,Medium
943,2024-02-09 06:00:00,Commercial,Local Road,1925,38.4,Rain,No,77.1,High
944,2024-02-09 07:00:00,Commercial,Main Road,584,16.3,Rain,No,42.0,Low
945,2024-02-09 08:00:00,Industrial,Main Road,1522,54.0,Rain,No,25.9,Medium
946,2024-02-09 09:00:00,Residential,Local Road,642,15.4,Fog,No,97.8,Medium
947,2024-02-09 10:00:00,Commercial,Local Road,1567,77.7,Fog,No,80.9,Medium
948,2024-02-09 11:00:00,Downtown,Main Road,761,65.7,Clear,No,94.1,Low
949,2024-02-09 12:00:00,Downtown,Local Road,1713,74.4,Fog,No,50.7,Medium
950,2024-02-09 13:00:00,Residential,Local Road,2235,63.0,Storm,No,110.5,Low
951,2024-02-09 14:00:00,Commercial,Highway,2523,74.8,Fog,No,62.3,Medium
952,2024-02-09 15:00:00,Downtown,Local Road,868,53.7,Rain,No,66.6,Low
953,2024-02-09 16:00:00,Commercial,Local Road,978,69.6,Rain,Yes,17.0,Low
954,2024-02-09 17:00:00,Commercial,Local Road,2118,67.5,Clear,No,116.2,Medium
955,2024-02-09 18:00:00,Suburban,Highway,2166,47.1,Rain,No,16.6,Medium
956,2024-02-09 19:00:00,Suburban,Local Road,180,61.6,Clear,No,115.8,Low
957,2024-02-09 20:00:00,Residential,Local Road,1073,56.3,Rain,Yes,47.0,Low
958,2024-02-09 21:00:00,Residential,Main Road,818,10.7,Clear,No,94.3,Low
959,2024-02-09 22:00:00,Commercial,Highway,2629,30.1,Clear,No,43.7,Medium
960,2024-02-09 23:00:00,Suburban,Main Road,485,79.8,Fog,Yes,74.5,High
961,2024-02-10 00:00:00,Commercial,Main Road,2065,34.6,Rain,Yes,64.5,Low
962,2024-02-10 01:00:00,Industrial,Local Road,333,35.7,Fog,No,64.9,High
963,2024-02-10 02:00:00,Suburban,Main Road,1115,33.1,Storm,No,118.9,Medium
964,2024-02-10 03:00:00,Residential,Main Road,126,52.3,Clear,No,93.8,High
965,2024-02-10 04:00:00,Suburban,Main Road,270,69.9,Clear,No,5.5,Medium
966,2024-02-10 05:00:00,Commercial,Local Road,2848,18.0,Clear,No,72.1,Low
967,2024-02-10 06:00:00,Downtown,Local Road,1038,64.6,Rain,No,54.3,Medium
968,2024-02-10 07:00:00,Downtown,Highway,2497,45.4,Clear,Yes,35.2,Low
969,2024-02-10 08:00:00,Industrial,Highway,554,42.3,Fog,No,114.9,Low
970,2024-02-10 09:00:00,Commercial,Local Road,168,26.1,Fog,No,71.7,Medium
971,2024-02-10 10:00:00,Commercial,Main Road,2292,52.1,Rain,No,37.8,High
972,2024-02-10 11:00:00,Downtown,Main Road,1434,30.9,Rain,No,110.5,Low
973,2024-02-10 12:00:00,Industrial,Highway,338,46.2,Clear,No,28.4,Medium
974,2024-02-10 13:00:00,Downtown,Highway,2391,77.9,Clear,No,37.2,Medium
975,2024-02-10 14:00:00,Commercial,Local Road,834,10.5,Fog,No,103.4,Medium
976,2024-02-10 15:00:00,Suburban,Local Road,1009,78.7,Fog,No,29.2,High
977,2024-02-10 16:00:00,Commercial,Main Road,1173,74.5,Clear,No,105.4,Low
978,2024-02-10 17:00:00,Suburban,Highway,1619,62.1,Clear,No,92.1,High
979,2024-02-10 18:00:00,Residential,Highway,2173,59.7,Fog,No,52.3,Low
980,2024-02-10 19:00:00,Downtown,Main Road,2425,53.9,Rain,No,107.9,Low
981,2024-02-10 20:00:00,Downtown,Main Road,2766,10.2,Clear,No,90.8,Medium
982,2024-02-10 21:00:00,Downtown,Local Road,457,35.4,Storm,Yes,42.2,Low
983,2024-02-10 22:00:00,Residential,Highway,2466,63.2,Rain,No,9.5,Low
